Date,Product_Category,Units_Sold,Unit_Price,Total_Revenue
2023-04-11,Jackets,13.0,120.0,1560.0
2023-04-11,Dresses,37.0,80.0,2960.0
2023-04-11,Accessories,81.0,15.0,1215.0
2023-04-12,T-Shirts,89.0,25.0,2225.0
2023-04-12,Jeans,,60.0,
2023-04-12,Jackets,12.0,120.0,1440.0
2023-04-12,Dresses,37.0,80.0,2960.0
2023-04-12,Accessories,73.0,15.0,1095.0
2023-04-13,T-Shirts,91.0,25.0,2275.0
2023-04-13,Jeans,49.0,60.0,2940.0
2023-04-13,Jackets,13.0,120.0,1560.0
2023-04-13,Dresses,34.0,80.0,2720.0
2023-04-13,Accessories,69.0,15.0,1035.0
2023-04-14,T-Shirts,99.0,25.0,2475.0
2023-04-14,Jeans,44.0,60.0,2640.0
2023-04-14,Jackets,13.0,120.0,1560.0
2023-04-14,Dresses,42.0,80.0,3360.0
2023-04-14,Accessories,67.0,15.0,1005.0
2023-04-15,T-Shirts,114.0,25.0,2850.0
2023-04-15,Jeans,68.0,60.0,4080.0
2023-04-15,Jackets,19.0,120.0,2280.0
2023-04-15,Dresses,55.0,80.0,4400.0
2023-04-15,Accessories,107.0,15.0,1605.0
2023-04-16,T-Shirts,144.0,25.0,3600.0
2023-04-16,Jeans,69.0,60.0,4140.0
2023-04-16,Jackets,20.0,120.0,2400.0
2023-04-16,Dresses,68.0,80.0,5440.0
2023-04-16,Accessories,105.0,15.0,1575.0
2023-04-17,T-Shirts,94.0,25.0,2350.0
2023-04-17,Jeans,43.0,60.0,2580.0
2023-04-17,Jackets,12.0,120.0,1440.0
2023-04-17,Dresses,38.0,80.0,3040.0
2023-04-17,Accessories,69.0,15.0,1035.0
2023-04-18,T-Shirts,95.0,25.0,2375.0
2023-04-18,Jeans,60.0,60.0,3600.0
2023-04-18,Jackets,12.0,120.0,1440.0
2023-04-18,Dresses,38.0,80.0,3040.0
2023-04-18,Accessories,72.0,15.0,1080.0
2023-04-19,T-Shirts,95.0,25.0,2375.0
2023-04-19,Jeans,48.0,60.0,2880.0
2023-04-19,Jackets,14.0,120.0,1680.0
2023-04-19,Dresses,32.0,80.0,2560.0
2023-04-19,Accessories,54.0,15.0,810.0
2023-04-20,T-Shirts,86.0,25.0,2150.0
2023-04-20,Jeans,53.0,60.0,3180.0
2023-04-20,Jackets,11.0,120.0,1320.0
2023-04-20,Dresses,31.0,80.0,2480.0
2023-04-20,Accessories,78.0,15.0,1170.0
2023-04-21,T-Shirts,94.0,25.0,2350.0
2023-04-21,Jeans,40.0,60.0,2400.0
2023-04-21,Jackets,12.0,120.0,1440.0
2023-04-21,Dresses,37.0,80.0,2960.0
2023-04-21,Accessories,74.0,15.0,1110.0
2023-04-22,T-Shirts,128.0,25.0,3200.0
2023-04-22,Jeans,74.0,60.0,4440.0
2023-04-22,Jackets,15.0,120.0,1800.0
2023-04-22,Dresses,56.0,80.0,4480.0
2023-04-22,Accessories,96.0,15.0,1440.0
2023-04-23,T-Shirts,134.0,25.0,3350.0
2023-04-23,Jeans,65.0,60.0,3900.0
2023-04-23,Jackets,21.0,120.0,2520.0
2023-04-23,Dresses,52.0,80.0,4160.0
2023-04-23,Accessories,111.0,15.0,1665.0
2023-04-24,T-Shirts,97.0,25.0,2425.0
2023-04-24,Jeans,57.0,60.0,3420.0
2023-04-24,Jackets,12.0,120.0,1440.0
2023-04-24,Dresses,41.0,80.0,3280.0
2023-04-24,Accessories,59.0,15.0,885.0
2023-04-25,T-Shirts,68.0,25.0,1700.0
2023-04-25,Jeans,51.0,60.0,3060.0
2023-04-25,Jackets,13.0,120.0,1560.0
2023-04-25,Dresses,43.0,80.0,3440.0
2023-04-25,Accessories,62.0,15.0,930.0
2023-04-26,T-Shirts,97.0,25.0,2425.0
2023-04-26,Jeans,58.0,60.0,3480.0
2023-04-26,Jackets,13.0,120.0,1560.0
2023-04-26,Dresses,41.0,80.0,3280.0
2023-04-26,Accessories,73.0,15.0,1095.0
2023-04-27,T-Shirts,76.0,25.0,1900.0
2023-04-27,Jeans,55.0,60.0,3300.0
2023-04-27,Jackets,12.0,120.0,1440.0
2023-04-27,Dresses,41.0,80.0,3280.0
2023-04-27,Accessories,61.0,15.0,915.0
2023-04-28,T-Shirts,80.0,25.0,2000.0
2023-04-28,Jeans,55.0,60.0,3300.0
2023-04-28,Jackets,13.0,120.0,1560.0
2023-04-28,Dresses,44.0,80.0,3520.0
2023-04-28,Accessories,73.0,15.0,1095.0
2023-04-29,T-Shirts,110.0,25.0,2750.0
2023-04-29,Jeans,78.0,60.0,4680.0
2023-04-29,Jackets,19.0,120.0,2280.0
2023-04-29,Dresses,63.0,80.0,5040.0
2023-04-29,Accessories,111.0,15.0,1665.0
2023-04-30,T-Shirts,115.0,25.0,2875.0
2023-04-30,Jeans,71.0,60.0,4260.0
2023-04-30,Jackets,23.0,120.0,2760.0
2023-04-30,Dresses,62.0,80.0,4960.0
2023-04-30,Accessories,110.0,15.0,1650.0
2023-05-01,T-Shirts,103.0,25.0,2575.0
2023-05-01,Jeans,48.0,60.0,2880.0
2023-05-01,Jackets,2.0,120.0,240.0
2023-05-01,Dresses,37.0,80.0,2960.0
2023-05-01,Accessories,75.0,15.0,1125.0
2023-05-02,T-Shirts,102.0,25.0,2550.0
2023-05-02,Jeans,42.0,60.0,2520.0
2023-05-02,Jackets,2.0,120.0,240.0
2023-05-02,Dresses,40.0,80.0,3200.0
2023-05-02,Accessories,66.0,15.0,990.0
2023-05-03,T-Shirts,102.0,25.0,2550.0
2023-05-03,Jeans,45.0,60.0,2700.0
2023-05-03,Jackets,2.0,120.0,240.0
2023-05-03,Dresses,39.0,80.0,3120.0
2023-05-03,Accessories,73.0,15.0,1095.0
2023-05-04,T-Shirts,97.0,25.0,2425.0
2023-05-04,Jeans,48.0,60.0,2880.0
2023-05-04,Jackets,2.0,120.0,240.0
2023-05-04,Dresses,37.0,80.0,2960.0
2023-05-04,Accessories,81.0,15.0,1215.0
2023-05-05,T-Shirts,91.0,25.0,2275.0
2023-05-05,Jeans,43.0,60.0,2580.0
2023-05-05,Jackets,2.0,120.0,240.0
2023-05-05,Dresses,37.0,80.0,2960.0
2023-05-05,Accessories,57.0,15.0,855.0
2023-05-06,T-Shirts,137.0,25.0,3425.0
2023-05-06,Jeans,65.0,60.0,3900.0
2023-05-06,Jackets,3.0,120.0,360.0
2023-05-06,Dresses,60.0,80.0,4800.0
2023-05-06,Accessories,115.0,15.0,1725.0
2023-05-07,T-Shirts,170.0,25.0,4250.0
2023-05-07,Jeans,57.0,60.0,3420.0
2023-05-07,Jackets,4.0,120.0,480.0
2023-05-07,Dresses,65.0,80.0,5200.0
2023-05-07,Accessories,102.0,15.0,1530.0
2023-05-08,T-Shirts,94.0,25.0,2350.0
2023-05-08,Jeans,44.0,60.0,2640.0
2023-05-08,Jackets,2.0,120.0,240.0
2023-05-08,Dresses,45.0,80.0,3600.0
2023-05-08,Accessories,79.0,15.0,1185.0
2023-05-09,T-Shirts,97.0,25.0,2425.0
2023-05-09,Jeans,44.0,60.0,2640.0
2023-05-09,Jackets,2.0,120.0,240.0
2023-05-09,Dresses,40.0,80.0,3200.0
2023-05-09,Accessories,83.0,15.0,1245.0
2023-05-10,T-Shirts,77.0,25.0,1925.0
2023-05-10,Jeans,40.0,60.0,2400.0
2023-05-10,Jackets,2.0,120.0,240.0
2023-05-10,Dresses,37.0,80.0,2960.0
2023-05-10,Accessories,68.0,15.0,1020.0
2023-05-11,T-Shirts,88.0,25.0,2200.0
2023-05-11,Jeans,39.0,60.0,2340.0
2023-05-11,Jackets,2.0,120.0,240.0
2023-05-11,Dresses,42.0,80.0,3360.0
2023-05-11,Accessories,63.0,15.0,945.0
2023-05-12,T-Shirts,77.0,25.0,1925.0
2023-05-12,Jeans,43.0,60.0,2580.0
2023-05-12,Jackets,2.0,120.0,240.0
2023-05-12,Dresses,40.0,80.0,3200.0
2023-05-12,Accessories,70.0,15.0,1050.0
2023-05-13,T-Shirts,140.0,25.0,3500.0
2023-05-13,Jeans,55.0,60.0,3300.0
2023-05-13,Jackets,4.0,120.0,480.0
2023-05-13,Dresses,63.0,80.0,5040.0
2023-05-13,Accessories,106.0,15.0,1590.0
2023-05-14,T-Shirts,154.0,25.0,3850.0
2023-05-14,Jeans,60.0,60.0,3600.0
2023-05-14,Jackets,4.0,120.0,480.0
2023-05-14,Dresses,62.0,80.0,4960.0
2023-05-14,Accessories,107.0,15.0,1605.0
2023-05-15,T-Shirts,93.0,25.0,2325.0
2023-05-15,Jeans,46.0,60.0,2760.0
2023-05-15,Jackets,2.0,120.0,240.0
2023-05-15,Dresses,37.0,80.0,2960.0
2023-05-15,Accessories,68.0,15.0,1020.0
2023-05-16,T-Shirts,103.0,25.0,2575.0
2023-05-16,Jeans,43.0,60.0,2580.0
2023-05-16,Jackets,2.0,120.0,240.0
2023-05-16,Dresses,46.0,80.0,3680.0
2023-05-16,Accessories,71.0,15.0,1065.0
2023-05-17,T-Shirts,100.0,25.0,2500.0
2023-05-17,Jeans,,60.0,
2023-05-17,Jackets,2.0,120.0,240.0
2023-05-17,Dresses,41.0,80.0,3280.0
2023-05-17,Accessories,78.0,15.0,1170.0
2023-05-18,T-Shirts,86.0,25.0,2150.0
2023-05-18,Jeans,37.0,60.0,2220.0
2023-05-18,Jackets,,120.0,
2023-05-18,Dresses,34.0,80.0,2720.0
2023-05-18,Accessories,72.0,15.0,1080.0
2023-05-19,T-Shirts,102.0,25.0,2550.0
2023-05-19,Jeans,48.0,60.0,2880.0
2023-05-19,Jackets,3.0,120.0,360.0
2023-05-19,Dresses,44.0,80.0,3520.0
2023-05-19,Accessories,69.0,15.0,1035.0
2023-05-20,T-Shirts,140.0,25.0,3500.0
2023-05-20,Jeans,70.0,60.0,4200.0
2023-05-20,Jackets,3.0,120.0,360.0
2023-05-20,Dresses,57.0,80.0,4560.0
2023-05-20,Accessories,105.0,15.0,1575.0
2023-05-21,T-Shirts,109.0,25.0,2725.0
2023-05-21,Jeans,71.0,60.0,4260.0
2023-05-21,Jackets,4.0,120.0,480.0
2023-05-21,Dresses,54.0,80.0,4320.0
2023-05-21,Accessories,117.0,15.0,1755.0
2023-05-22,T-Shirts,100.0,25.0,2500.0
2023-05-22,Jeans,48.0,60.0,2880.0
2023-05-22,Jackets,2.0,120.0,240.0
2023-05-22,Dresses,42.0,80.0,3360.0
2023-05-22,Accessories,80.0,15.0,1200.0
2023-05-23,T-Shirts,96.0,25.0,2400.0
2023-05-23,Jeans,42.0,60.0,2520.0
2023-05-23,Jackets,2.0,120.0,240.0
2023-05-23,Dresses,44.0,80.0,3520.0
2023-05-23,Accessories,70.0,15.0,1050.0
2023-05-24,T-Shirts,114.0,25.0,2850.0
2023-05-24,Jeans,44.0,60.0,2640.0
2023-05-24,Jackets,2.0,120.0,240.0
2023-05-24,Dresses,39.0,80.0,3120.0
2023-05-24,Accessories,76.0,15.0,1140.0
2023-05-25,T-Shirts,76.0,25.0,1900.0
2023-05-25,Jeans,44.0,60.0,2640.0
2023-05-25,Jackets,2.0,120.0,240.0
2023-05-25,Dresses,41.0,80.0,3280.0
2023-05-25,Accessories,82.0,15.0,1230.0
2023-05-26,T-Shirts,100.0,25.0,2500.0
2023-05-26,Jeans,33.0,60.0,1980.0
2023-05-26,Jackets,3.0,120.0,360.0
2023-05-26,Dresses,42.0,80.0,3360.0
2023-05-26,Accessories,68.0,15.0,1020.0
2023-05-27,T-Shirts,143.0,25.0,3575.0
2023-05-27,Jeans,72.0,60.0,4320.0
2023-05-27,Jackets,3.0,120.0,360.0
2023-05-27,Dresses,62.0,80.0,4960.0
2023-05-27,Accessories,105.0,15.0,1575.0
2023-05-28,T-Shirts,134.0,25.0,3350.0
2023-05-28,Jeans,65.0,60.0,3900.0
2023-05-28,Jackets,3.0,120.0,360.0
2023-05-28,Dresses,62.0,80.0,4960.0
2023-05-28,Accessories,119.0,15.0,1785.0
2023-05-29,T-Shirts,99.0,25.0,2475.0
2023-05-29,Jeans,52.0,60.0,3120.0
2023-05-29,Jackets,2.0,120.0,240.0
2023-05-29,Dresses,39.0,80.0,3120.0
2023-05-29,Accessories,81.0,15.0,1215.0
2023-05-30,T-Shirts,80.0,25.0,2000.0
2023-05-30,Jeans,42.0,60.0,2520.0
2023-05-30,Jackets,2.0,120.0,240.0
2023-05-30,Dresses,44.0,80.0,3520.0
2023-05-30,Accessories,82.0,15.0,1230.0
2023-05-31,T-Shirts,98.0,25.0,2450.0
2023-05-31,Jeans,54.0,60.0,3240.0
2023-05-31,Jackets,2.0,120.0,240.0
2023-05-31,Dresses,42.0,80.0,3360.0
2023-05-31,Accessories,74.0,15.0,1110.0
2023-06-01,T-Shirts,102.0,25.0,2550.0
2023-06-01,Jeans,46.0,60.0,2760.0
2023-06-01,Jackets,2.0,120.0,240.0
2023-06-01,Dresses,43.0,80.0,3440.0
2023-06-01,Accessories,82.0,15.0,1230.0
2023-06-02,T-Shirts,87.0,25.0,2175.0
2023-06-02,Jeans,47.0,60.0,2820.0
2023-06-02,Jackets,2.0,120.0,240.0
2023-06-02,Dresses,33.0,80.0,2640.0
2023-06-02,Accessories,76.0,15.0,1140.0
2023-06-03,T-Shirts,150.0,25.0,3750.0
2023-06-03,Jeans,73.0,60.0,4380.0
2023-06-03,Jackets,3.0,120.0,360.0
2023-06-03,Dresses,60.0,80.0,4800.0
2023-06-03,Accessories,86.0,15.0,1290.0
2023-06-04,T-Shirts,161.0,25.0,4025.0
2023-06-04,Jeans,61.0,60.0,3660.0
2023-06-04,Jackets,4.0,120.0,480.0
2023-06-04,Dresses,66.0,80.0,5280.0
2023-06-04,Accessories,102.0,15.0,1530.0
2023-06-05,T-Shirts,82.0,25.0,2050.0
2023-06-05,Jeans,49.0,60.0,2940.0
2023-06-05,Jackets,2.0,120.0,240.0
2023-06-05,Dresses,41.0,80.0,3280.0
2023-06-05,Accessories,71.0,15.0,1065.0
2023-06-06,T-Shirts,,25.0,
2023-06-06,Jeans,34.0,60.0,2040.0
2023-06-06,Jackets,2.0,120.0,240.0
2023-06-06,Dresses,39.0,80.0,3120.0
2023-06-06,Accessories,71.0,15.0,1065.0
2023-06-07,T-Shirts,101.0,25.0,2525.0
2023-06-07,Jeans,54.0,60.0,3240.0
2023-06-07,Jackets,2.0,120.0,240.0
2023-06-07,Dresses,40.0,80.0,3200.0
2023-06-07,Accessories,79.0,15.0,1185.0
2023-06-08,T-Shirts,80.0,25.0,2000.0
2023-06-08,Jeans,49.0,60.0,2940.0
2023-06-08,Jackets,2.0,120.0,240.0
2023-06-08,Dresses,43.0,80.0,3440.0
2023-06-08,Accessories,60.0,15.0,900.0
2023-06-09,T-Shirts,86.0,25.0,2150.0
2023-06-09,Jeans,42.0,60.0,2520.0
2023-06-09,Jackets,2.0,120.0,240.0
2023-06-09,Dresses,43.0,80.0,3440.0
2023-06-09,Accessories,87.0,15.0,1305.0
2023-06-10,T-Shirts,134.0,25.0,3350.0
2023-06-10,Jeans,67.0,60.0,4020.0
2023-06-10,Jackets,4.0,120.0,480.0
2023-06-10,Dresses,63.0,80.0,5040.0
2023-06-10,Accessories,128.0,15.0,1920.0
2023-06-11,T-Shirts,146.0,25.0,3650.0
2023-06-11,Jeans,61.0,60.0,3660.0
2023-06-11,Jackets,3.0,120.0,360.0
2023-06-11,Dresses,55.0,80.0,4400.0
2023-06-11,Accessories,121.0,15.0,1815.0
2023-06-12,T-Shirts,106.0,25.0,2650.0
2023-06-12,Jeans,58.0,60.0,3480.0
2023-06-12,Jackets,2.0,120.0,240.0
2023-06-12,Dresses,45.0,80.0,3600.0
2023-06-12,Accessories,71.0,15.0,1065.0
2023-06-13,T-Shirts,83.0,25.0,2075.0
2023-06-13,Jeans,52.0,60.0,3120.0
2023-06-13,Jackets,2.0,120.0,240.0
2023-06-13,Dresses,42.0,80.0,3360.0
2023-06-13,Accessories,78.0,15.0,1170.0
2023-06-14,T-Shirts,97.0,25.0,2425.0
2023-06-14,Jeans,55.0,60.0,3300.0
2023-06-14,Jackets,3.0,120.0,360.0
2023-06-14,Dresses,43.0,80.0,3440.0
2023-06-14,Accessories,82.0,15.0,1230.0
2023-06-15,T-Shirts,99.0,25.0,2475.0
2023-06-15,Jeans,45.0,60.0,2700.0
2023-06-15,Jackets,2.0,120.0,240.0
2023-06-15,Dresses,37.0,80.0,2960.0
2023-06-15,Accessories,84.0,15.0,1260.0
2023-06-16,T-Shirts,82.0,25.0,2050.0
2023-06-16,Jeans,49.0,60.0,2940.0
2023-06-16,Jackets,2.0,120.0,240.0
2023-06-16,Dresses,43.0,80.0,3440.0
2023-06-16,Accessories,75.0,15.0,1125.0
2023-06-17,T-Shirts,118.0,25.0,2950.0
2023-06-17,Jeans,75.0,60.0,4500.0
2023-06-17,Jackets,4.0,120.0,480.0
2023-06-17,Dresses,66.0,80.0,5280.0
2023-06-17,Accessories,113.0,15.0,1695.0
2023-06-18,T-Shirts,148.0,25.0,3700.0
2023-06-18,Jeans,63.0,60.0,3780.0
2023-06-18,Jackets,4.0,120.0,480.0
2023-06-18,Dresses,60.0,80.0,4800.0
2023-06-18,Accessories,124.0,15.0,1860.0
2023-06-19,T-Shirts,111.0,25.0,2775.0
2023-06-19,Jeans,43.0,60.0,2580.0
2023-06-19,Jackets,3.0,120.0,360.0
2023-06-19,Dresses,35.0,80.0,2800.0
2023-06-19,Accessories,66.0,15.0,990.0
2023-06-20,T-Shirts,85.0,25.0,2125.0
2023-06-20,Jeans,39.0,60.0,2340.0
2023-06-20,Jackets,2.0,120.0,240.0
2023-06-20,Dresses,43.0,80.0,3440.0
2023-06-20,Accessories,74.0,15.0,1110.0
2023-06-21,T-Shirts,98.0,25.0,2450.0
2023-06-21,Jeans,52.0,60.0,3120.0
2023-06-21,Jackets,2.0,120.0,240.0
2023-06-21,Dresses,44.0,80.0,3520.0
2023-06-21,Accessories,75.0,15.0,1125.0
2023-06-22,T-Shirts,83.0,25.0,2075.0
2023-06-22,Jeans,54.0,60.0,3240.0
2023-06-22,Jackets,2.0,120.0,240.0
2023-06-22,Dresses,39.0,80.0,3120.0
2023-06-22,Accessories,74.0,15.0,1110.0
2023-06-23,T-Shirts,86.0,25.0,2150.0
2023-06-23,Jeans,45.0,60.0,2700.0
2023-06-23,Jackets,2.0,120.0,240.0
2023-06-23,Dresses,43.0,80.0,3440.0
2023-06-23,Accessories,68.0,15.0,1020.0
2023-06-24,T-Shirts,135.0,25.0,3375.0
2023-06-24,Jeans,81.0,60.0,4860.0
2023-06-24,Jackets,4.0,120.0,480.0
2023-06-24,Dresses,72.0,80.0,5760.0
2023-06-24,Accessories,128.0,15.0,1920.0
2023-06-25,T-Shirts,160.0,25.0,4000.0
2023-06-25,Jeans,59.0,60.0,3540.0
2023-06-25,Jackets,4.0,120.0,480.0
2023-06-25,Dresses,62.0,80.0,4960.0
2023-06-25,Accessories,107.0,15.0,1605.0
2023-06-26,T-Shirts,96.0,25.0,2400.0
2023-06-26,Jeans,53.0,60.0,3180.0
2023-06-26,Jackets,2.0,120.0,240.0
2023-06-26,Dresses,39.0,80.0,3120.0
2023-06-26,Accessories,82.0,15.0,1230.0
2023-06-27,T-Shirts,88.0,25.0,2200.0
2023-06-27,Jeans,49.0,60.0,2940.0
2023-06-27,Jackets,2.0,120.0,240.0
2023-06-27,Dresses,41.0,80.0,3280.0
2023-06-27,Accessories,82.0,15.0,1230.0
2023-06-28,T-Shirts,84.0,25.0,2100.0
2023-06-28,Jeans,59.0,60.0,3540.0
2023-06-28,Jackets,2.0,120.0,240.0
2023-06-28,Dresses,40.0,80.0,3200.0
2023-06-28,Accessories,79.0,15.0,1185.0
2023-06-29,T-Shirts,101.0,25.0,2525.0
2023-06-29,Jeans,47.0,60.0,2820.0
2023-06-29,Jackets,2.0,120.0,240.0
2023-06-29,Dresses,43.0,80.0,3440.0
2023-06-29,Accessories,74.0,15.0,1110.0
2023-06-30,T-Shirts,109.0,25.0,2725.0
2023-06-30,Jeans,53.0,60.0,3180.0
2023-06-30,Jackets,2.0,120.0,240.0
2023-06-30,Dresses,39.0,80.0,3120.0
2023-06-30,Accessories,75.0,15.0,1125.0
2023-07-01,T-Shirts,138.0,25.0,3450.0
2023-07-01,Jeans,63.0,60.0,3780.0
2023-07-01,Jackets,4.0,120.0,480.0
2023-07-01,Dresses,61.0,80.0,4880.0
2023-07-01,Accessories,122.0,15.0,1830.0
2023-07-02,T-Shirts,127.0,25.0,3175.0
2023-07-02,Jeans,87.0,60.0,5220.0
2023-07-02,Jackets,3.0,120.0,360.0
2023-07-02,Dresses,64.0,80.0,5120.0
2023-07-02,Accessories,124.0,15.0,1860.0
2023-07-03,T-Shirts,89.0,25.0,2225.0
2023-07-03,Jeans,53.0,60.0,3180.0
2023-07-03,Jackets,2.0,120.0,240.0
2023-07-03,Dresses,46.0,80.0,3680.0
2023-07-03,Accessories,76.0,15.0,1140.0
2023-07-04,T-Shirts,89.0,25.0,2225.0
2023-07-04,Jeans,46.0,60.0,2760.0
2023-07-04,Jackets,2.0,120.0,240.0
2023-07-04,Dresses,40.0,80.0,3200.0
2023-07-04,Accessories,70.0,15.0,1050.0
2023-07-05,T-Shirts,93.0,25.0,2325.0
2023-07-05,Jeans,41.0,60.0,2460.0
2023-07-05,Jackets,3.0,120.0,360.0
2023-07-05,Dresses,40.0,80.0,3200.0
2023-07-05,Accessories,83.0,15.0,1245.0
2023-07-06,T-Shirts,97.0,25.0,2425.0
2023-07-06,Jeans,42.0,60.0,2520.0
2023-07-06,Jackets,2.0,120.0,240.0
2023-07-06,Dresses,44.0,80.0,3520.0
2023-07-06,Accessories,75.0,15.0,1125.0
2023-07-07,T-Shirts,107.0,25.0,2675.0
2023-07-07,Jeans,54.0,60.0,3240.0
2023-07-07,Jackets,3.0,120.0,360.0
2023-07-07,Dresses,41.0,80.0,3280.0
2023-07-07,Accessories,68.0,15.0,1020.0
2023-07-08,T-Shirts,134.0,25.0,3350.0
2023-07-08,Jeans,74.0,60.0,4440.0
2023-07-08,Jackets,4.0,120.0,480.0
2023-07-08,Dresses,54.0,80.0,4320.0
2023-07-08,Accessories,114.0,15.0,1710.0
2023-07-09,T-Shirts,146.0,25.0,3650.0
2023-07-09,Jeans,70.0,60.0,4200.0
2023-07-09,Jackets,4.0,120.0,480.0
2023-07-09,Dresses,65.0,80.0,5200.0
2023-07-09,Accessories,130.0,15.0,1950.0
2023-07-10,T-Shirts,93.0,25.0,2325.0
2023-07-10,Jeans,54.0,60.0,3240.0
2023-07-10,Jackets,3.0,120.0,360.0
2023-07-10,Dresses,46.0,80.0,3680.0
2023-07-10,Accessories,68.0,15.0,1020.0
2023-07-11,T-Shirts,93.0,25.0,2325.0
2023-07-11,Jeans,46.0,60.0,2760.0
2023-07-11,Jackets,2.0,120.0,240.0
2023-07-11,Dresses,44.0,80.0,3520.0
2023-07-11,Accessories,70.0,15.0,1050.0
2023-07-12,T-Shirts,96.0,25.0,2400.0
2023-07-12,Jeans,36.0,60.0,2160.0
2023-07-12,Jackets,3.0,120.0,360.0
2023-07-12,Dresses,41.0,80.0,3280.0
2023-07-12,Accessories,77.0,15.0,1155.0
2023-07-13,T-Shirts,93.0,25.0,2325.0
2023-07-13,Jeans,55.0,60.0,3300.0
2023-07-13,Jackets,2.0,120.0,240.0
2023-07-13,Dresses,42.0,80.0,3360.0
2023-07-13,Accessories,76.0,15.0,1140.0
2023-07-14,T-Shirts,91.0,25.0,2275.0
2023-07-14,Jeans,58.0,60.0,3480.0
2023-07-14,Jackets,2.0,120.0,240.0
2023-07-14,Dresses,45.0,80.0,3600.0
2023-07-14,Accessories,79.0,15.0,1185.0
2023-07-15,T-Shirts,163.0,25.0,4075.0
2023-07-15,Jeans,66.0,60.0,3960.0
2023-07-15,Jackets,4.0,120.0,480.0
2023-07-15,Dresses,69.0,80.0,5520.0
2023-07-15,Accessories,120.0,15.0,1800.0
2023-07-16,T-Shirts,121.0,25.0,3025.0
2023-07-16,Jeans,67.0,60.0,4020.0
2023-07-16,Jackets,4.0,120.0,480.0
2023-07-16,Dresses,67.0,80.0,5360.0
2023-07-16,Accessories,107.0,15.0,1605.0
2023-07-17,T-Shirts,67.0,25.0,1675.0
2023-07-17,Jeans,51.0,60.0,3060.0
2023-07-17,Jackets,2.0,120.0,240.0
2023-07-17,Dresses,36.0,80.0,2880.0
2023-07-17,Accessories,54.0,15.0,810.0
2023-07-18,T-Shirts,104.0,25.0,2600.0
2023-07-18,Jeans,49.0,60.0,2940.0
2023-07-18,Jackets,2.0,120.0,240.0
2023-07-18,Dresses,47.0,80.0,3760.0
2023-07-18,Accessories,82.0,15.0,1230.0
2023-07-19,T-Shirts,112.0,25.0,2800.0
2023-07-19,Jeans,40.0,60.0,2400.0
2023-07-19,Jackets,2.0,120.0,240.0
2023-07-19,Dresses,38.0,80.0,3040.0
2023-07-19,Accessories,75.0,15.0,1125.0
2023-07-20,T-Shirts,,25.0,
2023-07-20,Jeans,52.0,60.0,3120.0
2023-07-20,Jackets,2.0,120.0,240.0
2023-07-20,Dresses,44.0,80.0,3520.0
2023-07-20,Accessories,82.0,15.0,1230.0
2023-07-21,T-Shirts,118.0,25.0,2950.0
2023-07-21,Jeans,46.0,60.0,2760.0
2023-07-21,Jackets,2.0,120.0,240.0
2023-07-21,Dresses,43.0,80.0,3440.0
2023-07-21,Accessories,70.0,15.0,1050.0
2023-07-22,T-Shirts,167.0,25.0,4175.0
2023-07-22,Jeans,70.0,60.0,4200.0
2023-07-22,Jackets,4.0,120.0,480.0
2023-07-22,Dresses,62.0,80.0,4960.0
2023-07-22,Accessories,124.0,15.0,1860.0
2023-07-23,T-Shirts,142.0,25.0,3550.0
2023-07-23,Jeans,67.0,60.0,4020.0
2023-07-23,Jackets,4.0,120.0,480.0
2023-07-23,Dresses,60.0,80.0,4800.0
2023-07-23,Accessories,116.0,15.0,1740.0
2023-07-24,T-Shirts,103.0,25.0,2575.0
2023-07-24,Jeans,38.0,60.0,2280.0
2023-07-24,Jackets,2.0,120.0,240.0
2023-07-24,Dresses,39.0,80.0,3120.0
2023-07-24,Accessories,83.0,15.0,1245.0
2023-07-25,T-Shirts,87.0,25.0,2175.0
2023-07-25,Jeans,52.0,60.0,3120.0
2023-07-25,Jackets,3.0,120.0,360.0
2023-07-25,Dresses,45.0,80.0,3600.0
2023-07-25,Accessories,79.0,15.0,1185.0
2023-07-26,T-Shirts,94.0,25.0,2350.0
2023-07-26,Jeans,45.0,60.0,2700.0
2023-07-26,Jackets,3.0,120.0,360.0
2023-07-26,Dresses,40.0,80.0,3200.0
2023-07-26,Accessories,69.0,15.0,1035.0
2023-07-27,T-Shirts,103.0,25.0,2575.0
2023-07-27,Jeans,43.0,60.0,2580.0
2023-07-27,Jackets,2.0,120.0,240.0
2023-07-27,Dresses,38.0,80.0,3040.0
2023-07-27,Accessories,73.0,15.0,1095.0
2023-07-28,T-Shirts,96.0,25.0,2400.0
2023-07-28,Jeans,50.0,60.0,3000.0
2023-07-28,Jackets,3.0,120.0,360.0
2023-07-28,Dresses,44.0,80.0,3520.0
2023-07-28,Accessories,75.0,15.0,1125.0
2023-07-29,T-Shirts,142.0,25.0,3550.0
2023-07-29,Jeans,77.0,60.0,4620.0
2023-07-29,Jackets,4.0,120.0,480.0
2023-07-29,Dresses,65.0,80.0,5200.0
2023-07-29,Accessories,110.0,15.0,1650.0
2023-07-30,T-Shirts,130.0,25.0,3250.0
2023-07-30,Jeans,60.0,60.0,3600.0
2023-07-30,Jackets,4.0,120.0,480.0
2023-07-30,Dresses,67.0,80.0,5360.0
2023-07-30,Accessories,123.0,15.0,1845.0
2023-07-31,T-Shirts,95.0,25.0,2375.0
2023-07-31,Jeans,57.0,60.0,3420.0
